TransactionID,TransactionLineID,Date,DateKey,CustomerID,ProductID,StoreID,PromotionID,QuantitySold,UnitPrice,DiscountAmount,COGS
10022,66,2023-09-22,20230922,C0106,P016,ST02,PROMO00,7,3.13,0.0,15.4
10022,67,22-09-2023,20230922,C0106,P046,ST02,PROMO00,5,7.05,0.0,27.5
10022,68,2023-09-22,20230922,C0106,P034,ST02,PROMO00,7,6.43,0.0,30.1
10022,69,2023-09-22,20230922,C0106,P006,ST02,PROMO00,2,3.28,0.0,4.6
10022,70,22-09-2023,20230922,C0106,P038,ST02,PROMO00,1,17.53,0.0,12.5
10023,71,2023-06-19,20230619,C0475,P045,ST06,PROMO00,6,2.99,0.0,13.2
10023,72,2023-06-19,20230619,C0475,P013,ST06,PROMO00,3,2.74,0.0,5.4
10023,73,2023-06-19,20230619,C0475,P011,ST06,PROMO00,8,2.68,0.0,15.2
10023,74,2023-06-19,20230619,C0475,P050,ST06,PROMO00,4,2.82,0.0,8.0
10024,75,05/07/2022,20220705,C0414,P020,ST03,PROMO00,1,3.84,0.0,2.9
10024,76,2022-07-05,20220705,C0414,P046,ST03,PROMO00,4,8.74,0.0,22.0
10024,77,2022-07-05,20220705,C0414,P020,ST03,PROMO00,5,4.46,0.0,14.5
10024,78,2022-07-05,20220705,C0414,P055,ST03,PROMO00,8,1.59,0.0,8.8
10024,79,2022-07-05,20220705,C0414,P007,ST03,PROMO00,3,1.42,0.0,3.3
10024,80,2022-07-05,20220705,C0414,P015,ST03,PROMO00,3,3.69,0.0,8.4
10025,81,2022-06-22,20220622,C0301,P059,ST10,PROMO00,2,1.63,0.0,2.6
10025,82,22/06/2022,20220622,C0301,P029,ST10,PROMO00,3,1.67,0.0,3.9
10025,83,2022-06-22,20220622,C0301,P008,ST10,PROMO00,1,3.79,0.0,2.4
10026,84,2024-06-06,20240606,C0203,P044,ST12,PROMO00,7,1.18,0.0,6.3
10026,85,2024-06-06,20240606,C0203,P018,ST12,PROMO00,8,5.92,0.0,30.4
10026,86,06/06/2024,20240606,C0203,P016,ST12,PROMO00,5,3.13,0.0,11.0
10026,87,2024-06-06,20240606,C0203,P006,ST12,PROMO00,5,3.18,0.0,11.5
10027,88,12/12/2024,20241212,C0323,P051,ST04,PROMO00,1,1.52,0.0,0.95
10027,89,2024-12-12,20241212,C0323,P035,ST04,PROMO00,8,11.65,0.0,68.0
10027,90,2024-12-12,20241212,C0323,P018,ST04,PROMO00,3,4.78,0.0,11.4
10027,91,12-12-2024,20241212,C0323,P052,ST04,PROMO00,5,1.02,0.0,4.0
10027,92,2024-12-12,20241212,C0323,P050,ST04,PROMO00,4,3.18,0.0,8.0
10028,93,30-06-2023,20230630,C0418,P004,ST09,PROMO00,4,4.64,0.0,12.8
10028,94,2023-06-30,20230630,C0418,P060,ST09,PROMO00,3,2.1,0.0,4.8
10028,95,2023-06-30,20230630,C0418,P045,ST09,PROMO00,6,3.45,0.0,13.2
10028,96,2023-06-30,20230630,C0418,P037,ST09,PROMO00,3,7.24,0.0,15.0
10028,97,2023-06-30,20230630,C0418,P057,ST09,PROMO00,8,4.18,0.0,23.2
10028,98,2023-06-30,20230630,C0418,P004,ST09,PROMO00,4,4.67,0.0,12.8
10029,99,11/11/2023,20231111,C0104,P046,ST10,PROMO00,3,8.64,0.0,16.5
10029,100,11-11-2023,20231111,C0104,P002,ST10,PROMO00,3,1.72,0.0,3.54
10029,101,2023-11-11,20231111,C0104,P055,ST10,PROMO00,6,1.74,0.0,6.6
10030,102,2024-03-21,20240321,C0052,P020,ST10,PROMO00,6,3.76,0.0,17.4
10030,103,2024-03-21,20240321,C0052,P051,ST10,PROMO00,8,1.4,0.0,7.6
10030,104,2024-03-21,20240321,C0052,P045,ST10,PROMO00,6,2.92,0.0,13.2
10031,105,21-09-2023,20230921,C0353,P009,ST12,PROMO00,3,3.01,0.0,6.0
10031,106,2023-09-21,20230921,C0353,P026,ST12,PROMO00,1,1.25,0.0,0.95
10031,107,2023-09-21,20230921,C0353,P040,ST12,PROMO00,4,11.5,0.0,31.2
10032,108,2023-11-10,20231110,C0040,P041,ST12,PROMO04,2,1.31,0.66,1.7
10032,109,2023-11-10,20231110,C0040,P022,ST12,PROMO04,8,2.01,4.02,12.8
10033,110,2023-12-19,20231219,C0403,P047,ST05,PROMO00,1,2.03,0.0,1.6
10034,111,2022-12-07,20221207,C0253,P035,ST07,PROMO00,7,10.93,0.0,59.5
10034,112,2022-12-07,20221207,C0253,P042,ST07,PROMO00,4,2.35,0.0,7.2
10034,113,07-12-2022,20221207,C0253,P019,ST07,PROMO00,1,4.22,0.0,3.1
10035,114,15-12-2022,20221215,C0083,P005,ST07,PROMO00,2,5.61,0.0,8.2
10035,115,2022-12-15,20221215,C0083,P046,ST07,PROMO00,1,7.71,0.0,5.5
10035,116,2022-12-15,20221215,C0083,P028,ST07,PROMO00,3,1.4,0.0,3.3
10035,117,2022-12-15,20221215,C0083,P027,ST07,PROMO00,5,3.7,0.0,12.5
10035,118,2022-12-15,20221215,C0083,P026,ST07,PROMO00,8,1.24,0.0,7.6
10035,119,2022-12-15,20221215,C0083,P019,ST07,PROMO00,8,4.09,0.0,24.8
10036,120,21/08/2023,20230821,C0243,P051,ST02,PROMO00,7,1.34,0.0,6.65
10036,121,21/08/2023,20230821,C0243,P042,ST02,PROMO00,7,2.37,0.0,12.6
10036,122,2023-08-21,20230821,C0243,P029,ST02,PROMO00,1,1.74,0.0,1.3
10037,123,2023-07-05,20230705,C0032,P043,ST10,PROMO20,6,1.07,2.25,4.2
10038,124,2023-04-11,20230411,C0032,P053,ST09,PROMO00,7,8.26,0.0,36.4
10038,125,2023-04-11,20230411,C0032,P037,ST09,PROMO00,4,7.08,0.0,20.0
10038,126,11-04-2023,20230411,C0032,P046,ST09,PROMO00,1,7.84,0.0,5.5
10038,127,11/04/2023,20230411,C0032,P044,ST09,PROMO00,3,1.16,0.0,2.7
10039,128,09/12/2022,20221209,C0414,P006,ST04,PROMO16,7,3.04,4.26,16.1
10039,129,09/12/2022,20221209,C0414,P039,ST04,PROMO16,5,7.63,7.63,28.0
10039,130,2022-12-09,20221209,C0414,P006,ST04,PROMO16,7,3.32,4.65,16.1
10039,131,2022-12-09,20221209,C0414,P034,ST04,PROMO16,8,6.76,10.82,34.4
10040,132,2024-12-06,20241206,C0058,P010,ST07,PROMO00,3,3.04,0.0,6.3
10040,133,2024-12-06,20241206,C0058,P007,ST07,PROMO00,2,1.59,0.0,2.2
10040,134,2024-12-06,20241206,C0058,P035,ST07,PROMO00,6,13.24,0.0,51.0
10040,135,2024-12-06,20241206,C0058,P037,ST07,PROMO00,8,6.32,0.0,40.0
10041,136,2024-04-02,20240402,C0203,P045,ST01,PROMO00,4,2.79,0.0,8.8
10041,137,02/04/2024,20240402,C0203,P024,ST01,PROMO00,1,1.64,0.0,1.2
10041,138,2024-04-02,20240402,C0203,P054,ST01,PROMO00,8,2.17,0.0,11.2
10042,139,2023-04-12,20230412,C0154,P029,ST03,PROMO00,6,1.75,0.0,7.8
10042,140,12/04/2023,20230412,C0154,P013,ST03,PROMO00,8,2.38,0.0,14.4
10042,141,2023-04-12,20230412,C0154,P049,ST03,PROMO00,6,2.31,0.0,9.0
10042,142,12/04/2023,20230412,C0154,P020,ST03,PROMO00,7,3.76,0.0,20.3
10042,143,12/04/2023,20230412,C0154,P002,ST03,PROMO00,3,1.55,0.0,3.54
10042,144,12-04-2023,20230412,C0154,P016,ST03,PROMO00,1,3.1,0.0,2.2
10043,145,2023-07-16,20230716,C0422,P041,ST06,PROMO00,2,1.27,0.0,1.7
10043,146,2023-07-16,20230716,C0422,P029,ST06,PROMO00,3,2.06,0.0,3.9
10043,147,2023-07-16,20230716,C0422,P023,ST06,PROMO00,3,1.23,0.0,2.4
10043,148,2023-07-16,20230716,C0422,P006,ST06,PROMO00,5,2.9,0.0,11.5
10044,149,2023-03-15,20230315,C0332,P044,ST04,PROMO00,4,1.21,0.0,3.6
10044,150,2023-03-15,20230315,C0332,P050,ST04,PROMO00,1,2.83,0.0,2.0
10045,151,18/01/2022,20220118,C0130,P052,ST04,PROMO00,5,1.2,0.0,4.0
10045,152,2022-01-18,20220118,C0130,P058,ST04,PROMO00,7,3.25,0.0,14.7
10045,153,2022-01-18,20220118,C0130,P020,ST04,PROMO00,7,4.22,0.0,20.3
10045,154,2022-01-18,20220118,C0130,P054,ST04,PROMO00,6,2.03,0.0,8.4
10045,155,2022-01-18,20220118,C0130,P044,ST04,PROMO00,2,1.28,0.0,1.8
10046,156,2023-10-28,20231028,C0134,P046,ST05,PROMO00,5,7.24,0.0,27.5
10046,157,2023-10-28,20231028,C0134,P004,ST05,PROMO00,7,4.74,0.0,22.4
10046,158,2023-10-28,20231028,C0134,P042,ST05,PROMO00,8,2.88,0.0,14.4
10046,159,28-10-2023,20231028,C0134,P025,ST05,PROMO00,1,4.07,0.0,2.8
10046,160,2023-10-28,20231028,C0134,P022,ST05,PROMO00,4,2.38,0.0,6.4
10046,161,28/10/2023,20231028,C0134,P043,ST05,PROMO00,6,1.0,0.0,4.2
10047,162,2023-01-06,20230106,C0050,P009,ST05,PROMO00,5,3.01,0.0,10.0
10047,163,2023-01-06,20230106,C0050,P044,ST05,PROMO00,6,1.33,0.0,5.4
10047,164,06/01/2023,20230106,C0050,P056,ST05,PROMO00,5,6.71,0.0,24.0
10047,165,2023-01-06,20230106,C0050,P038,ST05,PROMO00,5,17.65,0.0,62.5
10048,166,2022-05-26,20220526,C0456,P033,ST08,PROMO00,2,11.19,0.0,14.4
10048,167,2022-05-26,20220526,C0456,P004,ST08,PROMO00,3,4.15,0.0,9.6
10049,168,2024-07-26,20240726,C0162,P012,ST03,PROMO00,2,2.42,0.0,3.4
10049,169,2024-07-26,20240726,C0162,P041,ST03,PROMO00,1,1.06,0.0,0.85
10049,170,26/07/2024,20240726,C0162,P011,ST03,PROMO00,3,2.7,0.0,5.7
10049,171,2024-07-26,20240726,C0162,P040,ST03,PROMO00,7,11.48,0.0,54.6
10049,172,2024-07-26,20240726,C0162,P025,ST03,PROMO00,1,3.54,0.0,2.8
10049,173,2024-07-26,20240726,C0162,P001,ST03,PROMO00,6,1.82,0.0,7.2
10050,174,2022-01-09,20220109,C0376,P015,ST11,PROMO00,6,3.81,0.0,16.8
10050,175,2022-01-09,20220109,C0376,P020,ST11,PROMO00,3,3.69,0.0,8.7
10051,176,2024-07-22,20240722,C0267,P034,ST12,PROMO00,6,6.03,0.0,25.8
10051,177,2024-07-22,20240722,C0267,P058,ST12,PROMO00,8,2.89,0.0,16.8
10051,178,2024-07-22,20240722,C0267,P059,ST12,PROMO00,7,1.63,0.0,9.1
10051,179,2024-07-22,20240722,C0267,P014,ST12,PROMO00,1,3.79,0.0,2.6
10051,180,2024-07-22,20240722,C0267,P042,ST12,PROMO00,1,2.49,0.0,1.8
10052,181,2022-04-10,20220410,C0025,P007,ST10,PROMO00,1,1.39,0.0,1.1
10052,182,2022-04-10,20220410,C0025,P008,ST10,PROMO00,5,3.4,0.0,12.0
10052,183,2022-04-10,20220410,C0025,P041,ST10,PROMO00,1,1.15,0.0,0.85
10052,184,10/04/2022,20220410,C0025,P018,ST10,PROMO00,3,5.31,0.0,11.4
10052,185,10/04/2022,20220410,C0025,P040,ST10,PROMO00,2,10.52,0.0,15.6
10052,186,10/04/2022,20220410,C0025,P039,ST10,PROMO00,4,8.52,0.0,22.4
10053,187,2024-01-04,20240104,C0210,P032,ST12,PROMO10,4,8.65,0.0,23.2
10053,188,04/01/2024,20240104,C0210,P001,ST12,PROMO10,2,1.88,0.0,2.4
10053,189,2024-01-04,20240104,C0210,P010,ST12,PROMO10,2,3.2,0.0,4.2
10053,190,2024-01-04,20240104,C0210,P058,ST12,PROMO10,5,3.1,0.0,10.5
10053,191,04/01/2024,20240104,C0210,P017,ST12,PROMO10,8,4.44,0.0,28.0
10054,192,19/08/2023,20230819,C0411,P048,ST06,PROMO00,2,1.67,0.0,2.6
10054,193,2023-08-19,20230819,C0411,P055,ST06,PROMO00,3,1.63,0.0,3.3
10054,194,2023-08-19,20230819,C0411,P029,ST06,PROMO00,5,2.02,0.0,6.5
10054,195,19-08-2023,20230819,C0411,P012,ST06,PROMO00,2,2.36,0.0,3.4
10055,196,29/02/2024,20240229,C0436,P052,ST12,PROMO00,7,1.18,0.0,5.6
10055,197,29/02/2024,20240229,C0436,P045,ST12,PROMO00,1,3.51,0.0,2.2
10055,198,2024-02-29,20240229,C0436,P059,ST12,PROMO00,8,1.99,0.0,10.4
10055,199,29/02/2024,20240229,C0436,P025,ST12,PROMO00,6,4.1,0.0,16.8
10056,200,2022-09-25,20220925,C0472,P008,ST08,PROMO00,7,3.37,0.0,16.8
10056,201,2022-09-25,20220925,C0472,P001,ST08,PROMO00,4,1.91,0.0,4.8
10056,202,25/09/2022,20220925,C0472,P034,ST08,PROMO00,2,6.03,0.0,8.6
10056,203,25/09/2022,20220925,C0472,P043,ST08,PROMO00,7,0.91,0.0,4.9
10057,204,22/04/2022,20220422,C0330,P033,ST01,PROMO00,8,11.15,0.0,57.6
10057,205,22-04-2022,20220422,C0330,P032,ST01,PROMO00,6,7.74,0.0,34.8
10058,206,2023-04-02,20230402,C0330,P026,ST09,PROMO00,4,1.21,0.0,3.8
10058,207,2023-04-02,20230402,C0330,P006,ST09,PROMO00,8,3.23,0.0,18.4
10058,208,2023-04-02,20230402,C0330,P042,ST09,PROMO00,1,2.31,0.0,1.8
10058,209,02-04-2023,20230402,C0330,P001,ST09,PROMO00,2,1.83,0.0,2.4
10059,210,2024-11-07,20241107,C0106,P043,ST09,PROMO00,8,1.11,0.0,5.6
10059,211,07/11/2024,20241107,C0106,P015,ST09,PROMO00,8,3.83,0.0,22.4
10059,212,2024-11-07,20241107,C0106,P046,ST09,PROMO00,6,8.25,0.0,33.0
10059,213,07/11/2024,20241107,C0106,P015,ST09,PROMO00,1,3.83,0.0,2.8
10059,214,2024-11-07,20241107,C0106,P019,ST09,PROMO00,6,4.64,0.0,18.6
10059,215,2024-11-07,20241107,C0106,P009,ST09,PROMO00,7,2.57,0.0,14.0
10060,216,2024-03-15,20240315,C0235,P046,ST04,PROMO00,6,7.08,0.0,33.0
10060,217,2024-03-15,20240315,C0235,P054,ST04,PROMO00,2,2.13,0.0,2.8
10061,218,2024-10-29,20241029,C0494,P001,ST03,PROMO00,1,1.73,0.0,1.2
10061,219,2024-10-29,20241029,C0494,P060,ST03,PROMO00,3,2.39,0.0,4.8
10061,220,2024-10-29,20241029,C0494,P007,ST03,PROMO00,7,1.63,0.0,7.7
10061,221,2024-10-29,20241029,C0494,P057,ST03,PROMO00,7,4.05,0.0,20.3
10062,222,2023-05-24,20230524,C0204,P019,ST05,PROMO00,8,4.75,0.0,24.8
10062,223,2023-05-24,20230524,C0204,P057,ST05,PROMO00,5,4.48,0.0,14.5
10062,224,2023-05-24,20230524,C0204,P048,ST05,PROMO00,4,1.72,0.0,5.2
10063,225,2023-12-09,20231209,C0068,P042,ST11,PROMO00,3,2.57,0.0,5.4
10063,226,2023-12-09,20231209,C0068,P008,ST11,PROMO00,6,3.47,0.0,14.4
10063,227,09/12/2023,20231209,C0068,P046,ST11,PROMO00,7,8.17,0.0,38.5
10063,228,2023-12-09,20231209,C0068,P057,ST11,PROMO00,7,4.45,0.0,20.3
10063,229,2023-12-09,20231209,C0068,P010,ST11,PROMO00,1,3.12,0.0,2.1
10063,230,2023-12-09,20231209,C0068,P011,ST11,PROMO00,5,2.83,0.0,9.5
10064,231,2023-08-28,20230828,C0386,P003,ST04,PROMO00,6,2.76,0.0,10.8
10064,232,2023-08-28,20230828,C0386,P048,ST04,PROMO00,4,1.96,0.0,5.2
10064,233,2023-08-28,20230828,C0386,P051,ST04,PROMO00,5,1.42,0.0,4.75
10064,234,2023-08-28,20230828,C0386,P027,ST04,PROMO00,6,3.97,0.0,15.0
10064,235,28-08-2023,20230828,C0386,P013,ST04,PROMO00,8,2.77,0.0,14.4
10065,236,24-01-2024,20240124,C0280,P039,ST10,PROMO00,4,8.52,0.0,22.4
10065,237,2024-01-24,20240124,C0280,P012,ST10,PROMO00,2,2.24,0.0,3.4
10065,238,2024-01-24,20240124,C0280,P025,ST10,PROMO00,1,3.92,0.0,2.8
10065,239,2024-01-24,20240124,C0280,P038,ST10,PROMO00,5,15.65,0.0,62.5
10065,240,2024-01-24,20240124,C0280,P003,ST10,PROMO00,3,2.84,0.0,5.4
10065,241,2024-01-24,20240124,C0280,P041,ST10,PROMO00,5,1.21,0.0,4.25
10066,242,2023-10-13,20231013,C0113,P005,ST09,PROMO00,3,5.72,0.0,12.3
10066,243,2023-10-13,20231013,C0113,P015,ST09,PROMO00,4,4.15,0.0,11.2
10066,244,13/10/2023,20231013,C0113,P049,ST09,PROMO00,8,2.4,0.0,12.0
10066,245,2023-10-13,20231013,C0113,P001,ST09,PROMO00,2,1.78,0.0,2.4
10066,246,2023-10-13,20231013,C0113,P040,ST09,PROMO00,4,12.37,0.0,31.2
10067,247,2022-08-21,20220821,C0132,P047,ST07,PROMO00,5,2.01,0.0,8.0
10067,248,2022-08-21,20220821,C0132,P033,ST07,PROMO00,8,10.23,0.0,57.6
10067,249,2022-08-21,20220821,C0132,P021,ST07,PROMO00,2,1.42,0.0,1.8
10067,250,2022-08-21,20220821,C0132,P035,ST07,PROMO00,1,12.49,0.0,8.5
10067,251,2022-08-21,20220821,C0132,P014,ST07,PROMO00,7,4.01,0.0,18.2
10068,252,10/06/2024,20240610,C0419,P044,ST11,PROMO00,3,1.13,0.0,2.7
10068,253,2024-06-10,20240610,C0419,P005,ST11,PROMO00,1,5.38,0.0,4.1
10068,254,2024-06-10,20240610,C0419,P053,ST11,PROMO00,4,8.16,0.0,20.8
10068,255,2024-06-10,20240610,C0419,P026,ST11,PROMO00,7,1.29,0.0,6.65
10068,256,2024-06-10,20240610,C0419,P001,ST11,PROMO00,2,1.82,0.0,2.4
10068,257,2024-06-10,20240610,C0419,P005,ST11,PROMO00,6,6.46,0.0,24.6
10069,258,2023-09-10,20230910,C0045,P026,ST10,PROMO08,1,1.35,0.2,0.95
10069,259,2023-09-10,20230910,C0045,P026,ST10,PROMO08,5,1.51,1.13,4.75
10069,260,2023-09-10,20230910,C0045,P059,ST10,PROMO08,6,2.06,1.85,7.8
10069,261,2023-09-10,20230910,C0045,P010,ST10,PROMO08,2,2.66,0.8,4.2
10070,262,24-06-2022,20220624,C0108,P048,ST05,PROMO00,6,1.72,0.0,7.8
10070,263,2022-06-24,20220624,C0108,P010,ST05,PROMO00,3,2.76,0.0,6.3
10070,264,2022-06-24,20220624,C0108,P008,ST05,PROMO00,3,3.56,0.0,7.2
10070,265,2022-06-24,20220624,C0108,P049,ST05,PROMO00,8,2.21,0.0,12.0
10070,266,2022-06-24,20220624,C0108,P017,ST05,PROMO00,2,4.62,0.0,7.0
10070,267,2022-06-24,20220624,C0108,P023,ST05,PROMO00,3,1.19,0.0,2.4
10071,268,2022-05-23,20220523,C0163,P029,ST04,PROMO00,6,1.91,0.0,7.8
10071,269,23-05-2022,20220523,C0163,P037,ST04,PROMO00,6,7.66,0.0,30.0
10071,270,23/05/2022,20220523,C0163,P021,ST04,PROMO00,4,1.37,0.0,3.6
10071,271,23/05/2022,20220523,C0163,P018,ST04,PROMO00,6,4.93,0.0,22.8
10072,272,2024-08-05,20240805,C0184,P032,ST08,PROMO00,2,7.61,0.0,11.6
10072,273,2024-08-05,20240805,C0184,P055,ST08,PROMO00,3,1.72,0.0,3.3
10072,274,05/08/2024,20240805,C0184,P041,ST08,PROMO00,2,1.28,0.0,1.7
10073,275,2022-03-05,20220305,C0297,P050,ST10,PROMO00,4,3.13,0.0,8.0
10073,276,2022-03-05,20220305,C0297,P035,ST10,PROMO00,8,12.57,0.0,68.0
10073,277,2022-03-05,20220305,C0297,P058,ST10,PROMO00,5,2.72,0.0,10.5
10073,278,05/03/2022,20220305,C0297,P024,ST10,PROMO00,1,1.78,0.0,1.2
10074,279,2022-12-06,20221206,C0072,P037,ST09,PROMO00,3,7.54,0.0,15.0
10074,280,2022-12-06,20221206,C0072,P015,ST09,PROMO00,8,3.73,0.0,22.4
10075,281,28/02/2023,20230228,C0465,P025,ST09,PROMO00,8,4.4,0.0,22.4
10075,282,28-02-2023,20230228,C0465,P042,ST09,PROMO00,6,2.32,0.0,10.8
10075,283,2023-02-28,20230228,C0465,P018,ST09,PROMO00,5,5.52,0.0,19.0
10076,284,15-02-2024,20240215,C0301,P034,ST06,PROMO00,5,5.94,0.0,21.5
10077,285,2023-12-24,20231224,C0250,P001,ST06,PROMO00,3,1.68,0.0,3.6
10077,286,2023-12-24,20231224,C0250,P018,ST06,PROMO00,4,4.95,0.0,15.2
10077,287,2023-12-24,20231224,C0250,P053,ST06,PROMO00,2,7.7,0.0,10.4
10077,288,2023-12-24,20231224,C0250,P008,ST06,PROMO00,8,3.57,0.0,19.2
10077,289,2023-12-24,20231224,C0250,P042,ST06,PROMO00,7,2.26,0.0,12.6
10078,290,2022-11-26,20221126,C0323,P003,ST03,PROMO00,3,2.29,0.0,5.4
10078,291,26/11/2022,20221126,C0323,P026,ST03,PROMO00,1,1.48,0.0,0.95
10078,292,26-11-2022,20221126,C0323,P006,ST03,PROMO00,4,3.24,0.0,9.2
10078,293,2022-11-26,20221126,C0323,P011,ST03,PROMO00,4,2.93,0.0,7.6
10078,294,2022-11-26,20221126,C0323,P053,ST03,PROMO00,3,7.63,0.0,15.6
